width | ratio,0.446,0.474,0.501,0.529,0.557,0.584,0.612,0.64,0.667,0.695,0.723,0.75,0.778,0.806,0.833,0.861,0.889,0.916,0.944,0.972
2.9,,,,,,,,,,,,,,,,,,,,
3.189,,,,,,,,,,,,,,,,,,,,
3.479,,,,,,,,,,,,,,,,,,,,
3.768,,,,,,0.9948154637581407,0.998717982266307,,,,,,,,,,,,,
4.058,,,,,,0.993630127949288,0.9974568881567651,1.0005281592465902,,,,,,,,,,,,
4.347,,,,,,0.9926303186796165,0.9963931781336381,0.9995088863345214,1.0020289995400227,1.0039659940970427,,,,,,,,,,
4.637,,,,,,,0.9954290451388359,0.9985850305619256,1.001227887092395,1.0033533094619298,1.0049899920688845,,,,,,,,,
4.926,,,,,,,,,1.0005307260634086,1.0028201260718526,1.00466515105213,1.006053130634218,1.0069937244023366,,,,,,,
5.216,,,,,,,,,,1.002372850195667,1.004392649032949,1.0059797806912893,1.0071335962202024,,,,,,,
5.505,,,,,,,,,,1.0019708487829773,1.0041477303988262,1.0059138554262614,1.0072593098376168,1.0081527800084997,1.008578312777289,,,,,
5.795,,,,,,,,,0.998968329430565,1.0016252171502282,1.003937154951252,1.0058571743891513,1.007367395534518,1.0084263790232495,1.009010286199646,,,,,
6.084,,,,,,,,,0.9985952470588648,1.0013398866233478,1.0037633178434424,1.005810382288399,1.0074566239092464,1.0086522442035035,1.009366894775137,1.0095572018875225,,,,
6.374,,,,,,,,,0.9982669532583651,1.0010888100510582,1.0036103498955593,1.005769207583416,1.0075351404098216,,,,,,,
6.663,,,,,,,,,0.997992600172812,1.0008789869224675,1.0034825155336895,1.0057347981387603,1.0076007561606115,,,,,,,
6.953,,,,,,,,,0.9977743474497095,1.0007120689193676,1.0033808210419806,1.0057074248180584,1.0076529546487734,,,,,,,
7.242,,,,,,,,,,1.0005723390006007,1.0032956908415132,1.0056845101425467,1.0076966508970817,,,,,,,
7.532,,,,,,,,,,1.0004635578193402,1.0032294161034359,1.0056666708315933,1.0077306688765495,,,,,,,
7.821,,,,,,,,,,1.000385416605811,1.0031818087103221,1.005653856249234,1.0077551051454576,,,,,,,
8.111,,,,,,,,,,1.0003297603502412,1.0031479002372068,1.0056447290340476,1.007772509933099,1.0094518514353314,,,,,,
8.4,,,,,,,,,,1.000297785874741,1.0031284198457973,1.0056394854560278,1.0077825089700507,1.0094771621539262,,,,,,
