ratio | width,3.9,4.379,4.858,5.337,5.816,6.295,6.774,7.253,7.732,8.211,8.689,9.168,9.647,10.126,10.605,11.084,11.563,12.042,12.521,13.0
0.315,,,,,,,,,,,,,,,,,,,,
0.348,,,,,,,,,,,,,,,,,,,,
0.381,,,,,,,,,,,,,,,,,,,,
0.414,,,,,,,,,,,,,,,,,,,,
0.447,,,,,,,,,,,,,,,,,,,,
0.48,,,,,1.0104989823200068,,,,,,,,,,,,,,,
0.513,,,,,1.0106963174159154,1.0114076778246395,,,,,,,,,,,,,,
0.546,,,,,,,,,,,,,,,,,,,,
0.579,,,,,,,,,,,,,,,,,,,,
0.612,,,,,,,,1.0126896730681296,,,,,,,,,,,,
0.645,,,,,,,,,1.0126551951997427,,,,,,,,,,,
0.678,,,,,,,,,1.013131441972235,1.0123376158930253,,,,,,,,,,
0.711,,,,,,,,,1.0135316219501782,1.0127587155709827,1.0117478496323355,,,,,,,,,
0.744,,,,,,,,,,1.0131095313276317,1.0120756602293972,,,,,,,,,
0.777,,,,,,,,,,1.0133983392820147,1.0123455292594177,,,,,,,,,
0.81,,,,,,,,,,1.0136322051960998,1.0125640591386371,,,,,,,,,
0.843,,,,,,,,,,1.0138171987387785,1.012736921510206,,,,,,,,,
0.876,,,,,,,,,,1.0139585634437371,1.012869016056867,,,,,,,,,
0.909,,,,,,,,,,1.0140608527698727,1.0129645976390451,,,,,,,,,
0.942,,,,,,,,,,1.0141280399523527,1.013027378942297,,,,,,,,,
